file,path,duration,processed_seconds,rms,zcr,crest,spectral_centroid,spectral_rolloff,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,quantum_enhancement_ratio,squeezing_eff,energy_low,energy_mid,energy_high
Emergency+Room+Background+Noise+45min.mp3,C:\Users\HP\Q-EARD\Med_Voice_Dataset\Emergency+Room+Background+Noise+45min.mp3,2700.0,60.0,0.10211194306612015,0.06109375,4.918783760100787,568.688256377204,1222.1041007383965,-155.13648096720377,40.183157761891685,116.74581082661946,18.364458640416462,4.7572255954146385,14.670953114827475,35.366117318471275,9.67207924524943,-1.937156078716119,9.670644998550415,17.793474833170574,8.251670440038046,12.99174722035726,7.5439432462056475,19.31916904449463,6.803611079851787,12.839415311813354,6.716229240099589,13.931394577026367,6.207695444424947,5.4219228227933245,5.952895085016887,1.8137204165880878,5.625193198521932,-1.8099037917951744,5.539606710275014,1.7900611660439392,-1.6594875991196298,461120.37553762685,351683.5902840597,193886.95394904856
101_1b1_Al_sc_Meditron.wav,C:\Users\HP\Q-EARD\Med_Voice_Dataset\archive (1)\ICBHI_final_database\101_1b1_Al_sc_Meditron.wav,20.0,20.0,0.05997157469391823,0.0057375,5.824167645487265,88.20056046597654,129.59849683544303,-485.69779205322266,41.79332971572876,153.88419723510742,21.19872808456421,64.63211345672607,19.372034311294556,47.69145965576172,8.59025263786316,40.35623645782471,7.2061357498168945,21.95487880706787,9.621170043945312,23.988125801086426,7.610948085784912,24.246151447296143,5.797754526138306,7.6421040296554565,5.289357900619507,5.946732878684998,4.571906924247742,14.127012968063354,4.131606638431549,10.406189680099487,4.598262071609497,4.876206040382385,3.61538964509964,1.6423652605577135,-1.214680015254146,76723.12311024129,2472.2389058542794,795.0249253561586
101_1b1_Pr_sc_Meditron.wav,C:\Users\HP\Q-EARD\Med_Voice_Dataset\archive (1)\ICBHI_final_database\101_1b1_Pr_sc_Meditron.wav,20.0,20.0,0.03651507943868637,0.0049250000000000006,3.790834095657909,80.85119604214374,88.74357199367088,-539.7082824707031,37.10285425186157,123.63519668579102,22.332153797149658,46.556525230407715,14.252843618392944,41.56018257141113,7.438843607902527,47.24791717529297,8.831132173538208,28.207345485687256,10.61869478225708,20.38474178314209,9.136567831039429,19.991937160491943,7.879292368888855,9.85095500946045,4.971150040626526,8.744626760482788,4.645440340042114,15.330432415008545,4.353174328804016,11.754258155822754,3.811643362045288,5.2743858098983765,3.2548528909683228,1.6338736329854016,-1.175146778604739,37564.743053827944,1826.9824617156498,548.5285979576556
102_1b1_Ar_sc_Meditron.wav,C:\Users\HP\Q-EARD\Med_Voice_Dataset\archive (1)\ICBHI_final_database\102_1b1_Ar_sc_Meditron.wav,20.0,20.0,0.023824840784072876,0.00591875,4.391483432952221,113.92676976196132,173.32130142405063,-544.6181640625,39.13357353210449,145.81490325927734,24.834827423095703,39.48319339752197,12.082691669464111,44.02531337738037,10.11460030078888,55.10832118988037,13.346537351608276,19.875333786010742,10.4999520778656,-0.14501164853572845,8.790162086486816,6.827982306480408,7.83124566078186,11.401129961013794,5.9032299518585205,8.086131572723389,5.16929018497467,2.3082112669944763,4.391216337680817,5.332290291786194,4.208694696426392,11.848569631576538,3.984497606754303,1.6476376884025679,-1.0891861256324793,24734.36927631129,1883.5712044093618,427.19429783013925
103_2b2_Ar_mc_LittC2SE.wav,C:\Users\HP\Q-EARD\Med_Voice_Dataset\archive (1)\ICBHI_final_database\103_2b2_Ar_mc_LittC2SE.wav,20.0,20.0,0.2798030972480774,0.002825,3.5817604205616735,72.73925372078234,51.23862737341772,-380.1563491821289,30.40640878677368,84.29224586486816,11.61360478401184,50.22579574584961,13.294429540634155,39.087297439575195,7.674713611602783,33.2413272857666,4.733001947402954,24.913644790649414,5.210000991821289,20.9143009185791,5.091543793678284,17.759353399276733,5.389046907424927,13.514951705932617,5.954179644584656,12.716440916061401,4.713779091835022,12.652622938156128,4.552024662494659,10.963965654373169,4.325343310832977,9.492170095443726,3.442933738231659,1.6096225293571307,-1.012078075465973,169030.6319172104,4038.402012996856,2780.4447238244393
104_1b1_Al_sc_Litt3200.wav,C:\Users\HP\Q-EARD\Med_Voice_Dataset\archive (1)\ICBHI_final_database\104_1b1_Al_sc_Litt3200.wav,15.856,15.856,0.07679647952318192,0.020159754672897198,7.889227603529844,157.28106932923788,319.28825723327304,-425.3501205444336,62.795716285705566,176.03801345825195,54.50482177734375,71.88540840148926,18.13435196876526,11.925639629364014,25.549893856048584,0.3377315066754818,15.855611085891724,9.270824074745178,8.356283783912659,17.23930048942566,6.800832390785217,20.518155336380005,8.713979959487915,22.229920387268066,7.912822246551514,19.382249355316162,8.10292637348175,10.543513536453247,8.156341552734375,2.6395792365074158,7.739999890327454,-0.17692822217941284,6.838214039802551,1.6625896213156877,-1.097964599003651,116097.4667700302,48158.830198424715,286.20104791051585
104_1b1_Ar_sc_Litt3200.wav,C:\Users\HP\Q-EARD\Med_Voice_Dataset\archive (1)\ICBHI_final_database\104_1b1_Ar_sc_Litt3200.wav,25.584,25.584,0.05695541575551033,0.020846518264840182,9.085137638534713,173.17077365410168,357.88090058016877,-437.530029296875,60.93878491719564,190.30770111083984,48.52905082702637,65.95649528503418,20.136930147806805,4.735648403565089,25.28485329945882,2.100060410797596,12.548137664794922,10.354099035263062,12.069754600524902,12.05267063776652,7.764727433522542,15.29241387049357,8.04428736368815,20.213501930236816,7.40232499440511,16.863772710164387,7.770275274912517,7.186745325724284,10.100765625635782,0.967776487270991,8.500302394231161,-1.580670565366745,6.184476772944133,1.6881724203064867,-1.3496855081913108,155409.22983143525,52839.02677906508,568.0717219566725
104_1b1_Ll_sc_Litt3200.wav,C:\Users\HP\Q-EARD\Med_Voice_Dataset\archive (1)\ICBHI_final_database\104_1b1_Ll_sc_Litt3200.wav,18.48,18.48,0.03632387891411781,0.010022916666666666,8.745566269286067,105.48256707858874,212.09004602991945,-528.6557998657227,59.918457984924316,156.9782886505127,39.52060270309448,77.48493576049805,22.1513671875,26.13961887359619,20.431190013885498,9.344138324260712,11.871217489242554,11.322314023971558,8.34048306941986,18.289276599884033,7.0472332239151,22.116450786590576,8.230945944786072,20.96286153793335,8.0501149892807,16.67687678337097,7.127357125282288,10.776206970214844,5.338248372077942,4.59471333026886,4.390699744224548,0.4823917653411627,4.393724322319031,1.657704594224637,-1.0482738327943817,44144.076900744716,9192.12948776932,131.21174025600877
104_1b1_Lr_sc_Litt3200.wav,C:\Users\HP\Q-EARD\Med_Voice_Dataset\archive (1)\ICBHI_final_database\104_1b1_Lr_sc_Litt3200.wav,15.024,15.024,0.08109286427497864,0.0051875,5.4537694081186,166.70139531673087,364.9376977848101,-424.77667236328125,32.209843158721924,115.05027389526367,22.255571365356445,57.973198652267456,13.13310432434082,34.13415861129761,10.78900933265686,15.37629747390747,10.304555654525757,12.632609367370605,7.465168476104736,20.030882120132446,6.311005353927612,22.663012862205505,6.351322412490845,21.952423572540283,5.472944974899292,18.510406494140625,4.028804659843445,11.236105680465698,3.8054474592208862,6.122514247894287,3.845984935760498,2.937688171863556,3.7870991230010986,1.6312425975124034,-1.1313928528340886,84244.45412203376,5238.336454060167,75.88848450282207
104_1b1_Pl_sc_Litt3200.wav,C:\Users\HP\Q-EARD\Med_Voice_Dataset\archive (1)\ICBHI_final_database\104_1b1_Pl_sc_Litt3200.wav,22.96,22.96,0.07478728145360947,0.016477364864864865,6.419552587354259,139.3928401759153,277.7426861702128,-448.6799682617187,53.807158660888675,179.59356079101562,46.246826171875,89.92494354248046,19.09155158996582,22.932369804382326,18.32638053894043,-4.124288725852966,17.721756553649904,-0.6040727376937867,10.943177604675293,15.169847869873047,7.6232507705688475,24.238277435302734,6.455599212646485,20.594663238525392,7.296000385284424,11.991059112548829,8.730257320404053,5.9917818069458,7.513564968109131,3.0997995376586913,5.142632007598877,1.087034809589386,5.478625297546387,1.6615664801690782,-1.2590510758689986,151255.60346608117,52054.483296137245,358.6636611700827
104_1b1_Pr_sc_Litt3200.wav,C:\Users\HP\Q-EARD\Med_Voice_Dataset\archive (1)\ICBHI_final_database\104_1b1_Pr_sc_Litt3200.wav,23.728,23.728,0.07330102473497391,0.013881416309012875,6.872899727306754,129.07347048889977,245.86328041192877,-450.2250915527344,66.22640762329101,153.55171966552734,54.01758728027344,77.87425155639649,20.796544075012207,25.15421333312988,17.735139083862304,2.908198690414429,15.542754936218262,0.6819777712225914,12.182452774047851,10.707247638702393,7.824146461486817,21.38515510559082,6.84383373260498,22.368938827514647,7.050009155273438,15.89206142425537,8.458748531341552,8.996045112609863,7.584248352050781,3.235824516415596,6.263362312316895,-1.0276419639587402,6.454447937011719,1.6715018496341914,-1.2582924617254823,134208.26472365556,47883.77472396074,417.47805451071065
105_1b1_Tc_sc_Meditron.wav,C:\Users\HP\Q-EARD\Med_Voice_Dataset\archive (1)\ICBHI_final_database\105_1b1_Tc_sc_Meditron.wav,20.0,20.0,0.0315999872982502,0.13441875,6.527787930915897,662.3177193975439,1156.5714003164558,-266.0650634765625,76.81582355499268,162.9605598449707,17.540769815444946,-76.88918495178223,33.35795021057129,15.576444149017334,9.435027360916138,20.873629570007324,10.687216520309448,4.0383738949894905,7.376555681228638,0.09226500988006592,6.103706955909729,7.182590484619141,7.307204484939575,11.347508192062378,6.761145353317261,12.67002558708191,5.229271650314331,-2.03457597643137,6.525611162185669,8.201973676681519,4.126702785491943,0.5778683423995972,5.507861375808716,1.7485389654403662,-1.5776888726039953,34136.72758701214,70022.42452694265,23687.526906035422
106_2b1_Pl_mc_LittC2SE.wav,C:\Users\HP\Q-EARD\Med_Voice_Dataset\archive (1)\ICBHI_final_database\106_2b1_Pl_mc_LittC2SE.wav,20.0,20.0,0.035233236849308014,0.020793749999999996,7.355542197725202,272.6855019387494,399.61184731012656,-406.80310821533203,18.033578395843506,120.13615226745605,20.385018825531006,52.95855903625488,15.710416555404663,51.19125461578369,12.109731674194336,29.346396446228027,8.352360486984253,27.497610092163086,6.322804689407349,13.184887170791626,6.249392151832581,14.095883846282959,6.160848379135132,3.5380812287330627,5.710746765136719,6.333867311477661,6.010495066642761,-1.1904689781367779,5.6456992626190186,3.147018611431122,4.949762940406799,-2.531421482563019,4.499578237533569,1.6088860258459294,-1.2164878804557997,76937.1806101291,5278.082685787198,2497.772459846033
106_2b1_Pr_mc_LittC2SE.wav,C:\Users\HP\Q-EARD\Med_Voice_Dataset\archive (1)\ICBHI_final_database\106_2b1_Pr_mc_LittC2SE.wav,20.0,20.0,0.18125051259994507,0.00548125,3.8708344586452776,62.239510213578626,86.7039161392405,-445.46800231933594,43.352280616760254,110.92110443115234,27.88331127166748,77.85061454772949,16.126285314559937,53.674842834472656,9.40215015411377,42.246764183044434,7.680758953094482,37.52072811126709,5.224544286727905,31.59164571762085,4.431987464427948,23.962677001953125,4.3590821623802185,17.163966178894043,4.944559216499329,12.546944856643677,4.8790788650512695,9.672971248626709,4.420312583446503,7.473476052284241,3.9796645045280457,5.450188994407654,3.7581876516342163,1.6877752025893082,-1.19952639562132,201170.42236090638,2490.06888821317,843.5759402796734
107_2b3_Al_mc_AKGC417L.wav,C:\Users\HP\Q-EARD\Med_Voice_Dataset\archive (1)\ICBHI_final_database\107_2b3_Al_mc_AKGC417L.wav,20.0,20.0,0.401712030172348,0.00939375,2.5086044096702924,118.75403649825434,158.3143789556962,-266.09078216552734,38.37184143066406,146.9601287841797,26.335632801055908,56.615787506103516,10.727768898010254,43.95032596588135,11.603955745697021,35.73965644836426,9.092528343200684,26.748755931854248,5.808263778686523,20.556458950042725,4.570862054824829,16.865596055984497,4.826703667640686,13.308395862579346,4.350244402885437,10.93205714225769,3.3180119395256042,6.562853813171387,3.4275569915771484,5.66852080821991,3.9062106013298035,4.792547106742859,3.9108863472938538,1.6252022179604046,-1.0827188388311717,511811.1762744207,28736.921809974527,7465.159200740937
