freq,psd,S_P_NV_freq,SNR_linear,SNR_dB
0.0,3.1014963e-05,1303.1421363190973,2.3800137930549594e-08,-76.23420526040002
10.7666015625,0.00011833478,1303.1421363190973,9.080727391981021e-08,-70.41879361867586
21.533203125,0.00013619756,1303.1421363190973,1.045147270113226e-07,-69.80822509465695
32.2998046875,0.00011801962,1303.1421363190973,9.056541798775983e-08,-70.43037604135014
43.06640625,4.266118e-05,1303.1421363190973,3.2737168829014874e-08,-74.84958881891151
53.8330078125,1.4813394e-05,1303.1421363190973,1.1367443069160759e-08,-79.44337212166728
64.599609375,8.199415e-06,1303.1421363190973,6.292034191894323e-09,-82.01208926018445
75.3662109375,4.7828944e-06,1303.1421363190973,3.670278368052082e-09,-84.35300995932019
86.1328125,2.8503332e-06,1303.1421363190973,2.1872771176895107e-09,-86.60096190414974
96.8994140625,1.4054426e-06,1303.1421363190973,1.0785030212082308e-09,-89.6717863397152
107.666015625,1.0604533e-06,1303.1421363190973,8.137664226633176e-10,-90.89500233815349
118.4326171875,9.888952e-07,1303.1421363190973,7.58854515543132e-10,-91.19841477270572
129.19921875,1.214199e-06,1303.1421363190973,9.317472284019426e-10,-90.30701890435171
139.9658203125,2.250647e-06,1303.1421363190973,1.727092459805129e-09,-87.62684411877646
150.732421875,5.748337e-06,1303.1421363190973,4.41113559417134e-09,-83.55449592211322
161.4990234375,9.387278e-06,1303.1421363190973,7.203571623263971e-09,-81.42452121391679
172.265625,1.2516591e-05,1303.1421363190973,9.60493059677534e-09,-80.17505768912271
183.0322265625,1.1959777e-05,1303.1421363190973,9.177645920921318e-09,-80.37268701659484
193.798828125,9.101032e-06,1303.1421363190973,6.983913874879338e-09,-81.55901124957596
204.5654296875,8.232761e-06,1303.1421363190973,6.317622194401315e-09,-81.99446349274928
215.33203125,7.0192887e-06,1303.1421363190973,5.386434003448793e-09,-82.68698656919815
226.0986328125,6.410865e-06,1303.1421363190973,4.91954351338789e-09,-83.080751937396
236.865234375,3.5709838e-06,1303.1421363190973,2.7402874664185122e-09,-85.62203875672056
247.6318359375,2.0037367e-06,1303.1421363190973,1.537619418548269e-09,-88.13151144949262
258.3984375,1.2111856e-06,1303.1421363190973,9.294347431223253e-10,-90.31781097228045
269.1650390625,6.427879e-07,1303.1421363190973,4.932599498015389e-10,-93.06924145608824
279.931640625,4.750278e-07,1303.1421363190973,3.6452491412728576e-10,-94.3827278367458
290.6982421875,4.1410726e-07,1303.1421363190973,3.177759526729449e-10,-94.97878970616964
301.46484375,5.2996256e-07,1303.1421363190973,4.066805515321888e-10,-93.9074659613294
312.2314453125,7.0920225e-07,1303.1421363190973,5.442247890623529e-10,-92.64221680292752
322.998046875,6.961901e-07,1303.1421363190973,5.342396282021562e-10,-92.72263900531783
333.7646484375,6.2964665e-07,1303.1421363190973,4.831757272959276e-10,-93.15894890956079
344.53125,6.7584017e-07,1303.1421363190973,5.186234823713657e-10,-92.85147823020922
355.2978515625,6.59458e-07,1303.1421363190973,5.060522498642949e-10,-92.95804639966053
366.064453125,4.4473978e-07,1303.1421363190973,3.412826355497588e-10,-94.66885808049425
376.8310546875,4.1385874e-07,1303.1421363190973,3.175852448289322e-10,-94.98139683317464
387.59765625,4.4432159e-07,1303.1421363190973,3.409617211837018e-10,-94.67294375294416
398.3642578125,2.1994086e-07,1303.1421363190973,1.6877732526177109e-10,-97.72685899980233
409.130859375,1.7021785e-07,1303.1421363190973,1.306210891416408e-10,-98.83986699336305
419.8974609375,2.319391e-07,1303.1421363190973,1.7798449670021844e-10,-97.49617825167375
430.6640625,3.1808065e-07,1303.1421363190973,2.440874362887362e-10,-96.12454574089148
441.4306640625,3.402421e-07,1303.1421363190973,2.610936294354351e-10,-95.83203724633547
452.197265625,3.7853434e-07,1303.1421363190973,2.9047814442128477e-10,-95.36886538365926
462.9638671875,5.1229256e-07,1303.1421363190973,3.931210144455676e-10,-94.05473740169184
473.73046875,6.0725154e-07,1303.1421363190973,4.659902548173687e-10,-93.31623165548832
484.4970703125,6.567499e-07,1303.1421363190973,5.039740927040821e-10,-92.97591788326
495.263671875,8.71731e-07,1303.1421363190973,6.68945450792305e-10,-91.74609295364891
506.0302734375,1.1232984e-06,1303.1421363190973,8.619921267309079e-10,-90.64496700918835
516.796875,1.2814619e-06,1303.1421363190973,9.83363187513529e-10,-90.07286053681594
527.5634765625,1.5528464e-06,1303.1421363190973,1.1916170255808495e-09,-89.23863300301748
538.330078125,1.5308141e-06,1303.1421363190973,1.174710068560667e-09,-89.30069308848958
549.0966796875,1.5806863e-06,1303.1421363190973,1.2129806661378054e-09,-89.16146121356496
559.86328125,1.4801111e-06,1303.1421363190973,1.135801829797852e-09,-89.44697435995516
570.6298828125,1.5948127e-06,1303.1421363190973,1.2238210897376077e-09,-89.12282067009815
581.396484375,1.4702081e-06,1303.1421363190973,1.1282023054191046e-09,-89.47613017152929
592.1630859375,1.0141666e-06,1303.1421363190973,7.782471303362371e-10,-91.0888247203502
602.9296875,1.1852079e-06,1303.1421363190973,9.095001027872026e-10,-90.41197247518681
613.6962890625,1.3439409e-06,1303.1421363190973,1.0313078897670456e-09,-89.86611659774618
624.462890625,1.5012115e-06,1303.1421363190973,1.1519936760232625e-09,-89.38549905006332
635.2294921875,1.4069386e-06,1303.1421363190973,1.0796509323754397e-09,-89.66716635853342
645.99609375,8.2872265e-07,1303.1421363190973,6.359418269876164e-10,-91.96582609782035
656.7626953125,4.1965913e-07,1303.1421363190973,3.2203636678059296e-10,-94.92095081719326
667.529296875,3.1142085e-07,1303.1421363190973,2.3897688482384094e-10,-96.21644104403087
678.2958984375,2.7200932e-07,1303.1421363190973,2.0873342118511497e-10,-96.80408008652742
689.0625,2.9593636e-07,1303.1421363190973,2.2709448189561873e-10,-96.4379341845045
699.8291015625,4.1322812e-07,1303.1421363190973,3.1710136511401175e-10,-94.98801888341231
710.595703125,4.213349e-07,1303.1421363190973,3.233222706890035e-10,-94.90364379817068
721.3623046875,2.9479648e-07,1303.1421363190973,2.2621974270305065e-10,-96.45469495905527
732.12890625,2.0345976e-07,1303.1421363190973,1.5613012804510562e-10,-98.06513284117452
742.8955078125,1.2061912e-07,1303.1421363190973,9.25602178485857e-11,-100.33575631904975
753.662109375,5.277859e-08,1303.1421363190973,4.0501024939942306e-11,-103.92533986164865
764.4287109375,2.5089347e-08,1303.1421363190973,1.9252963118304863e-11,-107.15502421121886
775.1953125,3.171601e-08,1303.1421363190973,2.4338104409650808e-11,-106.137132501194
785.9619140625,3.6894622e-08,1303.1421363190973,2.8312045084930913e-11,-105.48028758786721
796.728515625,2.183274e-08,1303.1421363190973,1.6753919373371613e-11,-107.75883578889086
807.4951171875,1.1403614e-08,1303.1421363190973,8.750859056007666e-12,-110.57949310981033
818.26171875,1.0294005e-08,1303.1421363190973,7.899371514923786e-12,-111.02407460413144
829.0283203125,8.1550855e-09,1303.1421363190973,6.2580168874148746e-12,-112.03563269233739
839.794921875,5.377652e-09,1303.1421363190973,4.12668115896507e-12,-113.84399084854422
850.5615234375,4.6805244e-09,1303.1421363190973,3.5917221015608773e-12,-114.44697272903262
861.328125,3.354367e-09,1303.1421363190973,2.5740609062800862e-12,-115.89381181227898
872.0947265625,3.4777998e-09,1303.1421363190973,2.668780119201121e-12,-115.73687206261708
882.861328125,2.9771166e-09,1303.1421363190973,2.2845677921914305e-12,-116.41195950176531
893.6279296875,3.2036236e-09,1303.1421363190973,2.4583838549503323e-12,-116.0935030490308
904.39453125,2.5638118e-09,1303.1421363190973,1.9674076664770653e-12,-117.06105640610814
915.1611328125,1.9592026e-09,1303.1421363190973,1.5034450374571352e-12,-118.2291244409515
925.927734375,1.8602636e-09,1303.1421363190973,1.4275217330457172e-12,-118.4541727119421
936.6943359375,1.9072703e-09,1303.1421363190973,1.4635934857025693e-12,-118.34579532179228
947.4609375,1.920214e-09,1303.1421363190973,1.4735262995060285e-12,-118.31642108454425
958.2275390625,1.8732516e-09,1303.1421363190973,1.4374884547976256e-12,-118.4239563466464
968.994140625,1.7458913e-09,1303.1421363190973,1.3397550978861924e-12,-118.72974581752437
979.7607421875,1.6332936e-09,1303.1421363190973,1.253350233199053e-12,-119.01927553832736
990.52734375,1.6910847e-09,1303.1421363190973,1.2976977403695807e-12,-118.86826451585009
1001.2939453125,1.5986458e-09,1303.1421363190973,1.226762312214187e-12,-119.11239574594369
1012.060546875,1.2250004e-09,1303.1421363190973,9.400358481705917e-13,-120.26855584309007
1022.8271484375,1.0342641e-09,1303.1421363190973,7.936694624230938e-13,-121.00360329479271
1033.59375,7.994104e-10,1303.1421363190973,6.134483756330389e-13,-122.12221979181564
1044.3603515625,6.056748e-10,1303.1421363190973,4.64780296193899e-13,-123.32752291623851
1055.126953125,5.8353483e-10,1303.1421363190973,4.477905823101464e-13,-123.48925044508094
1065.8935546875,5.100674e-10,1303.1421363190973,3.9141342106674276e-13,-124.07364287019108
1076.66015625,4.304828e-10,1303.1421363190973,3.3034216015836884e-13,-124.81035995622308
1087.4267578125,2.8336009e-10,1303.1421363190973,2.174437288906531e-13,-126.62653112935217
1098.193359375,2.0750116e-10,1303.1421363190973,1.5923139578277676e-13,-127.97971297961962
1108.9599609375,1.5965737e-10,1303.1421363190973,1.2251723446565732e-13,-129.11802814916885
1119.7265625,1.353322e-10,1303.1421363190973,1.0385067455587167e-13,-129.83590678185777
1130.4931640625,1.3716772e-10,1303.1421363190973,1.0525921755011287e-13,-129.77739862657438
1141.259765625,1.1930995e-10,1303.1421363190973,9.155559281115412e-14,-130.38315121020025
1152.0263671875,1.10358195e-10,1303.1421363190973,8.468623542123824e-14,-130.72187172507387
1162.79296875,1.0754592e-10,1303.1421363190973,8.2528160634365e-14,-130.83397834222382
1173.5595703125,1.2590158e-10,1303.1421363190973,9.661385148906874e-14,-130.1496060449528
1184.326171875,1.3623543e-10,1303.1421363190973,1.0454379604607451e-13,-129.80701734466584
1195.0927734375,1.08548524e-10,1303.1421363190973,8.329752708591235e-14,-130.79367891617034
1205.859375,1.4700766e-10,1303.1421363190973,1.1281014706776519e-13,-129.4765183459612
1216.6259765625,1.6498546e-10,1303.1421363190973,1.2660587917046006e-13,-128.97546126609308
1227.392578125,1.631507e-10,1303.1421363190973,1.251979218976902e-13,-129.0240287971869
1238.1591796875,1.3259559e-10,1303.1421363190973,1.0175067139050993e-13,-129.9246271644936
1248.92578125,8.323752e-11,1303.1421363190973,6.387447062272655e-14,-131.94672686177486
1259.6923828125,6.7579976e-11,1303.1421363190973,5.1859251921748483e-14,-132.85173752290922
1270.458984375,7.034393e-11,1303.1421363190973,5.398024521474623e-14,-132.67765146916048
1281.2255859375,6.722374e-11,1303.1421363190973,5.1585885061600034e-14,-132.87469113846322
1291.9921875,5.7679597e-11,1303.1421363190973,4.426194125067823e-14,-133.53969542601047
1302.7587890625,4.3074194e-11,1303.1421363190973,3.305410232473648e-14,-134.80774632806668
1313.525390625,4.7722888e-11,1303.1421363190973,3.662139634791326e-14,-134.3626510037752
1324.2919921875,5.666569e-11,1303.1421363190973,4.348389014713334e-14,-133.61671610081143
1335.05859375,4.4352834e-11,1303.1421363190973,3.403530027112899e-14,-134.68070413547142
1345.8251953125,3.9150846e-11,1303.1421363190973,3.004342207812971e-14,-135.22250600795584
1356.591796875,3.4881705e-11,1303.1421363190973,2.67673833813097e-14,-135.7239408075926
1367.3583984375,2.6687366e-11,1303.1421363190973,2.0479245394500117e-14,-136.88686049993197
1378.125,2.68227e-11,1303.1421363190973,2.0583095142551113e-14,-136.86489318482253
1388.8916015625,2.5690495e-11,1303.1421363190973,1.9714267860432217e-14,-137.0521934692342
1399.658203125,2.1323956e-11,1303.1421363190973,1.6363492435056355e-14,-137.86123999967657
1410.4248046875,2.0022286e-11,1303.1421363190973,1.5364623005636958e-14,-138.13478091351644
1421.19140625,2.3050414e-11,1303.1421363190973,1.7688334499860118e-14,-137.52313057512686
1431.9580078125,2.3823202e-11,1303.1421363190973,1.8281354859428433e-14,-137.37991621174996
1442.724609375,2.3670234e-11,1303.1421363190973,1.8163968289464028e-14,-137.4078926495885
1453.4912109375,2.2448347e-11,1303.1421363190973,1.7226321396834824e-14,-137.63807454277068
1464.2578125,1.6049667e-11,1303.1421363190973,1.2316130444500706e-14,-139.09525719977768
1475.0244140625,1.0938983e-11,1303.1421363190973,8.394313192175398e-15,-140.76014831277004
