freq,psd,S_P_NV_freq,SNR_linear,SNR_dB
0.0,0.00084942614,1303.1421363190973,6.51829235097391e-07,-61.85866164955957
10.7666015625,0.0037682815,1303.1421363190973,2.8916889979205922e-06,-55.388484173767836
21.533203125,0.0010290687,1303.1421363190973,7.896826384831192e-07,-61.025474100353904
32.2998046875,7.719406e-05,1303.1421363190973,5.923686998791506e-08,-72.27407897194877
43.06640625,1.3168126e-05,1303.1421363190973,1.0104904099542145e-08,-79.9546780379512
53.8330078125,4.978704e-06,1303.1421363190973,3.82053835206169e-09,-84.17875436340563
64.599609375,1.7025488e-06,1303.1421363190973,1.3064950338903098e-09,-88.8389223672742
75.3662109375,7.278725e-07,1303.1421363190973,5.585518248944916e-10,-92.5293652492705
86.1328125,4.1961778e-07,1303.1421363190973,3.2200458940997005e-10,-94.921379384246
96.8994140625,3.4528506e-07,1303.1421363190973,2.649634457870879e-10,-95.76814036961235
107.666015625,3.4274018e-07,1303.1421363190973,2.630105660578001e-10,-95.80026804025744
118.4326171875,3.212903e-07,1303.1421363190973,2.465504551387303e-10,-96.08094191412881
129.19921875,1.9807601e-07,1303.1421363190973,1.5199878633234166e-10,-98.18159879760958
139.9658203125,1.20294e-07,1303.1421363190973,9.231072077841385e-11,-100.3474785797161
150.732421875,6.638036e-08,1303.1421363190973,5.093869981078551e-11,-102.92952144417704
161.4990234375,5.8584448e-08,1303.1421363190973,4.495629627029968e-11,-103.47209475366667
172.265625,5.7137488e-08,1303.1421363190973,4.384593670766874e-11,-103.58070647388087
183.0322265625,4.898746e-08,1303.1421363190973,3.759180066163012e-11,-104.24906870916143
193.798828125,3.9904663e-08,1303.1421363190973,3.0621880432818106e-11,-105.13968143601144
204.5654296875,2.6142914e-08,1303.1421363190973,2.0061443112552908e-11,-106.97637829377618
215.33203125,2.1648482e-08,1303.1421363190973,1.6612524250689316e-11,-107.79564372072815
226.0986328125,2.247203e-08,1303.1421363190973,1.724449480056472e-11,-107.63349524320125
236.865234375,2.9509431e-08,1303.1421363190973,2.2644828023089678e-11,-106.45030973232593
247.6318359375,3.0208245e-08,1303.1421363190973,2.3181082057419562e-11,-106.34866295697773
258.3984375,2.1952097e-08,1303.1421363190973,1.6845513772892613e-11,-107.73515738893039
269.1650390625,2.3416476e-08,1303.1421363190973,1.7969242949931122e-11,-107.45470219473843
279.931640625,2.5287445e-08,1303.1421363190973,1.9404977051777835e-11,-107.12086866517996
290.6982421875,2.0345736e-08,1303.1421363190973,1.5612830689860802e-11,-108.06518349882127
301.46484375,1.446363e-08,1303.1421363190973,1.1099042760065419e-11,-109.54714475442897
312.2314453125,1.0695217e-08,1303.1421363190973,8.207252960573867e-12,-110.85802180724636
322.998046875,7.970214e-09,1303.1421363190973,6.116150120504904e-12,-112.13521863399224
333.7646484375,7.278423e-09,1303.1421363190973,5.585286938803316e-12,-112.52954510509366
344.53125,5.8611356e-09,1303.1421363190973,4.497695115226447e-12,-113.47009987375819
355.2978515625,5.2001066e-09,1303.1421363190973,3.990436636613012e-12,-113.98979580880524
366.064453125,6.126645e-09,1303.1421363190973,4.701440650613603e-12,-113.27769041906555
376.8310546875,8.116159e-09,1303.1421363190973,6.228145859139977e-12,-112.05641225089488
387.59765625,4.7826743e-09,1303.1421363190973,3.670109099573425e-12,-114.35321025492198
398.3642578125,3.3753553e-09,1303.1421363190973,2.5901666706182786e-12,-115.86672289277475
409.130859375,2.467554e-09,1303.1421363190973,1.89354167146049e-12,-117.22725132853056
419.8974609375,2.2600921e-09,1303.1421363190973,1.7343404456582272e-12,-117.60865647829705
430.6640625,2.1253475e-09,1303.1421363190973,1.6309406275425372e-12,-117.87561848647024
441.4306640625,1.5056633e-09,1303.1421363190973,1.1554099355670602e-12,-119.37263902206242
452.197265625,1.2139675e-09,1303.1421363190973,9.315695105396282e-13,-120.30784733985664
462.9638671875,1.2609542e-09,1303.1421363190973,9.676260983351136e-13,-120.14292426575068
473.73046875,1.3459903e-09,1303.1421363190973,1.032880581991687e-12,-119.85949887173525
484.4970703125,1.0583395e-09,1303.1421363190973,8.121443529684995e-13,-120.90366771096471
495.263671875,9.6609e-10,1303.1421363190973,7.413542689338443e-13,-121.29974207303263
506.0302734375,7.738878e-10,1303.1421363190973,5.938628719821516e-13,-122.26313825753982
516.796875,6.939758e-10,1303.1421363190973,5.32540389809986e-13,-122.73647448158904
527.5634765625,7.5998857e-10,1303.1421363190973,5.831969904841451e-13,-122.34184725807197
538.330078125,6.8775413e-10,1303.1421363190973,5.277660143550004e-13,-122.7755857973421
549.0966796875,7.2419304e-10,1303.1421363190973,5.557283573960327e-13,-122.55137441713092
559.86328125,7.348203e-10,1303.1421363190973,5.638834745855783e-13,-122.48810632848175
570.6298828125,8.210389e-10,1303.1421363190973,6.300455496361912e-13,-122.00628051751883
581.396484375,8.5845747e-10,1303.1421363190973,6.587596608609279e-13,-121.81273002704899
592.1630859375,1.0247793e-09,1303.1421363190973,7.863909253380513e-13,-121.0436150674554
602.9296875,1.234859e-09,1303.1421363190973,9.47601239683845e-13,-120.23374379790239
613.6962890625,9.061354e-10,1303.1421363190973,6.953465502270692e-13,-121.57798695639508
624.462890625,7.5703127e-10,1303.1421363190973,5.809276286177202e-13,-122.35877968211528
635.2294921875,8.2593693e-10,1303.1421363190973,6.338041349671619e-13,-121.98044931779414
645.99609375,8.6711266e-10,1303.1421363190973,6.654014867581968e-13,-121.76916233088237
656.7626953125,7.170773e-10,1303.1421363190973,5.502678571600563e-13,-122.59425854925931
667.529296875,5.6331834e-10,1303.1421363190973,4.322769717299819e-13,-123.64237899596999
678.2958984375,4.860378e-10,1303.1421363190973,3.7297380160339207e-13,-124.28321672799012
689.0625,4.0863876e-10,1303.1421363190973,3.1357955711275196e-13,-125.03652257602761
699.8291015625,3.84177e-10,1303.1421363190973,2.948081850080431e-13,-125.30460462961966
710.595703125,4.070302e-10,1303.1421363190973,3.12345218333564e-13,-125.0536513824443
721.3623046875,4.2393336e-10,1303.1421363190973,3.253162652541152e-13,-124.87694222197659
732.12890625,4.099279e-10,1303.1421363190973,3.1456883002833776e-13,-125.02284312918535
742.8955078125,3.5691822e-10,1303.1421363190973,2.738904525458875e-13,-125.62423106405788
753.662109375,3.5832648e-10,1303.1421363190973,2.7497114060892515e-13,-125.6071288483153
764.4287109375,3.655188e-10,1303.1421363190973,2.8049036208477215e-13,-125.520820569223
775.1953125,4.1131362e-10,1303.1421363190973,3.156321807358242e-13,-125.00818724082704
785.9619140625,3.9535006e-10,1303.1421363190973,3.0338214629699214e-13,-125.18009980546137
796.728515625,4.131005e-10,1303.1421363190973,3.17003429246564e-13,-124.98936039691384
807.4951171875,4.4255719e-10,1303.1421363190973,3.3960778395858306e-13,-124.69022364094994
818.26171875,4.776045e-10,1303.1421363190973,3.6650223961309657e-13,-124.3592336713844
829.0283203125,4.2669707e-10,1303.1421363190973,3.274371094543748e-13,-124.84872102205799
839.794921875,4.78754e-10,1303.1421363190973,3.6738431484994874e-13,-124.34879389455165
850.5615234375,5.6933724e-10,1303.1421363190973,4.3689569436633334e-13,-123.596222352679
861.328125,6.170114e-10,1303.1421363190973,4.73479729671487e-13,-123.24698609016056
872.0947265625,5.997036e-10,1303.1421363190973,4.601981651752835e-13,-123.3705511720983
882.861328125,6.50039e-10,1303.1421363190973,4.988243450139134e-13,-123.02052359028308
893.6279296875,6.0087507e-10,1303.1421363190973,4.61097151788435e-13,-123.3620756042294
904.39453125,6.044921e-10,1303.1421363190973,4.638727473977849e-13,-123.33601141605894
915.1611328125,6.411719e-10,1303.1421363190973,4.920199654341299e-13,-123.08017273854705
925.927734375,6.6027944e-10,1303.1421363190973,5.06682597262829e-13,-122.95264011917175
936.6943359375,5.950433e-10,1303.1421363190973,4.566219841599645e-13,-123.40443183144683
947.4609375,5.8081967e-10,1303.1421363190973,4.4570703259338825e-13,-123.50950513339433
