freq,psd,S_P_NV_freq,SNR_linear,SNR_dB
0.0,1.043465e-05,1303.1421363190973,8.007299973673041e-09,-80.96513901420315
10.7666015625,4.830958e-05,1303.1421363190973,3.7071611603954676e-08,-74.30958533595718
21.533203125,2.5265677e-05,1303.1421363190973,1.9388273005373705e-08,-77.1246087362575
32.2998046875,9.448073e-06,1303.1421363190973,7.250224380200936e-09,-81.39648552660013
43.06640625,3.704288e-06,1303.1421363190973,2.842581723201864e-09,-85.46287040650634
53.8330078125,1.1248794e-06,1303.1421363190973,8.632054683112042e-10,-90.63885817108904
64.599609375,3.9386947e-07,1303.1421363190973,3.0224600050632835e-10,-95.19639437264624
75.3662109375,2.0094731e-07,1303.1421363190973,1.542021336829288e-10,-98.11909616944521
86.1328125,1.5678847e-07,1303.1421363190973,1.203157118397935e-10,-99.19677655122632
96.8994140625,1.0726379e-07,1303.1421363190973,8.231166140797056e-11,-100.84538632268126
107.666015625,6.669635e-08,1303.1421363190973,5.118117946915372e-11,-102.9088971002674
118.4326171875,5.2043763e-08,1303.1421363190973,3.993713200861734e-11,-103.98623126184239
129.19921875,4.388738e-08,1303.1421363190973,3.367812412307091e-11,-104.7265210677119
139.9658203125,3.294816e-08,1303.1421363190973,2.5283628404110822e-11,-105.97160601164639
150.732421875,2.3101604e-08,1303.1421363190973,1.7727616613200262e-11,-107.51349649131944
161.4990234375,1.5892732e-08,1303.1421363190973,1.2195702829956145e-11,-109.1379316653711
172.265625,1.4938024e-08,1303.1421363190973,1.1463082584015141e-11,-109.40698578772869
183.0322265625,1.1813623e-08,1303.1421363190973,9.065490057707816e-12,-110.42608714060948
193.798828125,9.759764e-09,1303.1421363190973,7.489409082921812e-12,-111.25552446940084
204.5654296875,7.531391e-09,1303.1421363190973,5.779408410148769e-12,-112.38116614409418
215.33203125,5.2714526e-09,1303.1421363190973,4.045186557114263e-12,-113.93061444668028
226.0986328125,4.806855e-09,1303.1421363190973,3.688665096568386e-12,-114.33130773701053
236.865234375,4.4797717e-09,1303.1421363190973,3.437669260996744e-12,-114.63735909217777
247.6318359375,4.957294e-09,1303.1421363190973,3.804108200093012e-12,-114.19747138938868
